T_max,T_min,t_p,t_start,t_ramp,setback,const_temp,sim_id,file_name
29.5,23.5,-0.25,5.73333333333333,0,True,-1,760,./2004/main_760.idf
29.5,24,0,5.98333333333333,0.25,True,-1,761,./2004/main_761.idf
29.5,24,-5,0.983333333333333,0,True,-1,762,./2004/main_762.idf
29.5,24,-1.75,4.23333333333333,0.25,True,-1,763,./2004/main_763.idf
29.5,24,-0.25,5.73333333333333,1.5,True,-1,764,./2004/main_764.idf
29.5,24,-1.25,4.73333333333333,1.25,True,-1,765,./2004/main_765.idf
29,24,-0.75,5.23333333333333,1.25,True,-1,766,./2004/main_766.idf
29.5,24,-0.5,5.48333333333333,0.5,True,-1,767,./2004/main_767.idf
29.5,24,-0.25,5.73333333333333,0.5,True,-1,768,./2004/main_768.idf
29,24,-1.75,4.23333333333333,0.25,True,-1,769,./2004/main_769.idf
29.5,24,-1,4.98333333333333,0,True,-1,770,./2004/main_770.idf
29.5,24.5,-2.75,3.23333333333333,0,True,-1,771,./2004/main_771.idf
29.5,24,-1.5,4.48333333333333,0,True,-1,772,./2004/main_772.idf
29.5,24,-1,4.98333333333333,0.25,True,-1,773,./2004/main_773.idf
29.5,24,-0.25,5.73333333333333,0.25,True,-1,774,./2004/main_774.idf
-1,-1,-1,-1,-1,False,24,775,./2004/main_775.idf
29,24,-0.75,5.23333333333333,0.5,True,-1,776,./2004/main_776.idf
29.5,24,-0.75,5.23333333333333,1,True,-1,777,./2004/main_777.idf
29.5,24,0,5.98333333333333,0,True,-1,778,./2004/main_778.idf
29,24,0,5.98333333333333,0,True,-1,779,./2004/main_779.idf
29.5,24,-0.75,5.23333333333333,1,True,-1,780,./2004/main_780.idf
29.5,24,-0.25,5.73333333333333,0,True,-1,781,./2004/main_781.idf
29.5,24,-1,4.98333333333333,0,True,-1,782,./2004/main_782.idf
29.5,24,-1.5,4.48333333333333,0,True,-1,783,./2004/main_783.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,784,./2004/main_784.idf
29.5,23.5,-1.25,4.73333333333333,1,True,-1,785,./2004/main_785.idf
29.5,24,-0.5,5.48333333333333,0.25,True,-1,786,./2004/main_786.idf
-1,-1,-1,-1,-1,False,24,787,./2004/main_787.idf
29.5,24,0,5.98333333333333,0.25,True,-1,788,./2004/main_788.idf
29.5,24,-0.5,5.48333333333333,1.5,True,-1,789,./2004/main_789.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,790,./2004/main_790.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,791,./2004/main_791.idf
29.5,24.5,0,5.98333333333333,0,True,-1,792,./2004/main_792.idf
29,24,-2.75,3.23333333333333,0.25,True,-1,793,./2004/main_793.idf
29.5,23.5,0,5.98333333333333,0.25,True,-1,794,./2004/main_794.idf
29.5,23.5,-0.5,5.48333333333333,0.25,True,-1,795,./2004/main_795.idf
29.5,23.5,-2.25,3.73333333333333,0,True,-1,796,./2004/main_796.idf
-1,-1,-1,-1,-1,False,24.5,797,./2004/main_797.idf
29.5,24,0,5.98333333333333,0,True,-1,798,./2004/main_798.idf
29.5,24,-1.5,4.48333333333333,0,True,-1,799,./2004/main_799.idf
-1,-1,-1,-1,-1,False,25,800,./2004/main_800.idf
29.5,23.5,0,5.98333333333333,0,True,-1,801,./2004/main_801.idf
29.5,24,0,5.98333333333333,0,True,-1,802,./2004/main_802.idf
29,23.5,-2,3.98333333333333,0,True,-1,803,./2004/main_803.idf
29.5,24,0,5.98333333333333,0.25,True,-1,804,./2004/main_804.idf
29.5,23.5,-1,4.98333333333333,0,True,-1,805,./2004/main_805.idf
29.5,24,-0.25,5.73333333333333,0,True,-1,806,./2004/main_806.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,807,./2004/main_807.idf
-1,-1,-1,-1,-1,False,24,808,./2004/main_808.idf
-1,-1,-1,-1,-1,False,28,809,./2004/main_809.idf
-1,-1,-1,-1,-1,False,25.5,810,./2004/main_810.idf
-1,-1,-1,-1,-1,False,24,811,./2004/main_811.idf
29.5,23.5,0,5.98333333333333,0.25,True,-1,812,./2004/main_812.idf
29.5,24.5,-0.25,5.73333333333333,0.25,True,-1,813,./2004/main_813.idf
29.5,23.5,-0.5,5.48333333333333,0.25,True,-1,814,./2004/main_814.idf
29.5,24,-2,3.98333333333333,0,True,-1,815,./2004/main_815.idf
-1,-1,-1,-1,-1,False,24.5,816,./2004/main_816.idf
29.5,24,-1,4.98333333333333,0,True,-1,817,./2004/main_817.idf
29.5,23.5,-0.5,5.48333333333333,0,True,-1,818,./2004/main_818.idf
29,23.5,-0.5,5.48333333333333,0,True,-1,819,./2004/main_819.idf
29,24,-1.5,4.48333333333333,0.25,True,-1,820,./2004/main_820.idf
29.5,24,-1.75,4.23333333333333,0,True,-1,821,./2004/main_821.idf
-1,-1,-1,-1,-1,False,24.5,822,./2004/main_822.idf
29.5,24,-1,4.98333333333333,0,True,-1,823,./2004/main_823.idf
-1,-1,-1,-1,-1,False,23.5,824,./2004/main_824.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,825,./2004/main_825.idf
29.5,24,-2.25,3.73333333333333,0.25,True,-1,826,./2004/main_826.idf
29.5,23.5,-0.75,5.23333333333333,0.25,True,-1,827,./2004/main_827.idf
29.5,24,-1,4.98333333333333,0.75,True,-1,828,./2004/main_828.idf
29,24,-0.75,5.23333333333333,0.25,True,-1,829,./2004/main_829.idf
29,24,0,5.98333333333333,2.25,True,-1,830,./2004/main_830.idf
29.5,24,0,5.98333333333333,0,True,-1,831,./2004/main_831.idf
29.5,24,0,5.98333333333333,0,True,-1,832,./2004/main_832.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,833,./2004/main_833.idf
29.5,23.5,-0.5,5.48333333333333,0.25,True,-1,834,./2004/main_834.idf
29.5,23.5,-1.25,4.73333333333333,0.25,True,-1,835,./2004/main_835.idf
29,24,-4.75,1.23333333333333,0.25,True,-1,836,./2004/main_836.idf
29,24,-1.25,4.73333333333333,0.25,True,-1,837,./2004/main_837.idf
-1,-1,-1,-1,-1,False,24.5,838,./2004/main_838.idf
29.5,24,-2.25,3.73333333333333,0.25,True,-1,839,./2004/main_839.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,840,./2004/main_840.idf
-1,-1,-1,-1,-1,False,24,841,./2004/main_841.idf
29.5,24,-0.25,5.73333333333333,0,True,-1,842,./2004/main_842.idf
29,24,-3.25,2.73333333333333,0,True,-1,843,./2004/main_843.idf
29.5,24,-0.5,5.48333333333333,0.25,True,-1,844,./2004/main_844.idf
-1,-1,-1,-1,-1,False,24,845,./2004/main_845.idf
29.5,24,-0.25,5.73333333333333,0.25,True,-1,846,./2004/main_846.idf
-1,-1,-1,-1,-1,False,22,847,./2004/main_847.idf
-1,-1,-1,-1,-1,False,23.5,848,./2004/main_848.idf
29,24,-3,2.98333333333333,0,True,-1,849,./2004/main_849.idf
29.5,23.5,-1.25,4.73333333333333,1,True,-1,850,./2004/main_850.idf
-1,-1,-1,-1,-1,False,24,851,./2004/main_851.idf
-1,-1,-1,-1,-1,False,24,852,./2004/main_852.idf
29,24,-0.25,5.73333333333333,0,True,-1,853,./2004/main_853.idf
-1,-1,-1,-1,-1,False,25,854,./2004/main_854.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,855,./2004/main_855.idf
-1,-1,-1,-1,-1,False,21.5,856,./2004/main_856.idf
29.5,24.5,-1.25,4.73333333333333,0.75,True,-1,857,./2004/main_857.idf
29.5,24,0,5.98333333333333,0,True,-1,858,./2004/main_858.idf
30,24,0,5.98333333333333,0.5,True,-1,859,./2004/main_859.idf
29.5,23.5,-2,3.98333333333333,0.25,True,-1,860,./2004/main_860.idf
29.5,24,-3,2.98333333333333,0,True,-1,861,./2004/main_861.idf
29.5,23.5,-0.25,5.73333333333333,0.75,True,-1,862,./2004/main_862.idf
29,24,-1,4.98333333333333,0.5,True,-1,863,./2004/main_863.idf
29.5,24,-1.25,4.73333333333333,0,True,-1,864,./2004/main_864.idf
29.5,24,-4.75,1.23333333333333,0.25,True,-1,865,./2004/main_865.idf
-1,-1,-1,-1,-1,False,24.5,866,./2004/main_866.idf
29.5,23.5,-0.75,5.23333333333333,0,True,-1,867,./2004/main_867.idf
29.5,24,-1.25,4.73333333333333,0.25,True,-1,868,./2004/main_868.idf
-1,-1,-1,-1,-1,False,24,869,./2004/main_869.idf
-1,-1,-1,-1,-1,False,23.5,870,./2004/main_870.idf
29.5,24,0,5.98333333333333,0,True,-1,871,./2004/main_871.idf
29,24,-2.5,3.48333333333333,1.25,True,-1,872,./2004/main_872.idf
29.5,23.5,-1,4.98333333333333,0.25,True,-1,873,./2004/main_873.idf
29.5,24,-0.5,5.48333333333333,0.25,True,-1,874,./2004/main_874.idf
29.5,24,-1.25,4.73333333333333,0.5,True,-1,875,./2004/main_875.idf
29.5,24,-1,4.98333333333333,0.25,True,-1,876,./2004/main_876.idf
29,24,-0.5,5.48333333333333,0.5,True,-1,877,./2004/main_877.idf
-1,-1,-1,-1,-1,False,21.5,878,./2004/main_878.idf
29.5,23.5,-2.25,3.73333333333333,0,True,-1,879,./2004/main_879.idf
-1,-1,-1,-1,-1,False,23,880,./2004/main_880.idf
29.5,23.5,-0.5,5.48333333333333,0,True,-1,881,./2004/main_881.idf
29.5,24,0,5.98333333333333,0,True,-1,882,./2004/main_882.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,883,./2004/main_883.idf
29.5,24,0,5.98333333333333,0.5,True,-1,884,./2004/main_884.idf
29.5,24,-0.25,5.73333333333333,0.25,True,-1,885,./2004/main_885.idf
29.5,24,-0.25,5.73333333333333,0.5,True,-1,886,./2004/main_886.idf
29.5,24,-2,3.98333333333333,0,True,-1,887,./2004/main_887.idf
29.5,24,-0.25,5.73333333333333,0.75,True,-1,888,./2004/main_888.idf
-1,-1,-1,-1,-1,False,24.5,889,./2004/main_889.idf
29.5,24,-2.25,3.73333333333333,0,True,-1,890,./2004/main_890.idf
29.5,24,0,5.98333333333333,0,True,-1,891,./2004/main_891.idf
29.5,24,-1.75,4.23333333333333,0,True,-1,892,./2004/main_892.idf
-1,-1,-1,-1,-1,False,22.5,893,./2004/main_893.idf
29.5,23.5,0,5.98333333333333,0.25,True,-1,894,./2004/main_894.idf
29.5,23.5,-3.25,2.73333333333333,0.5,True,-1,895,./2004/main_895.idf
29.5,24,-0.5,5.48333333333333,1.25,True,-1,896,./2004/main_896.idf
29,23.5,-1.5,4.48333333333333,1,True,-1,897,./2004/main_897.idf
29.5,23.5,-0.5,5.48333333333333,0,True,-1,898,./2004/main_898.idf
29.5,24,-1.25,4.73333333333333,0.25,True,-1,899,./2004/main_899.idf
29,23.5,-1.5,4.48333333333333,0,True,-1,900,./2004/main_900.idf
29.5,23.5,-0.25,5.73333333333333,0.25,True,-1,901,./2004/main_901.idf
29.5,23.5,-0.5,5.48333333333333,0.25,True,-1,902,./2004/main_902.idf
29.5,23.5,-1,4.98333333333333,0.25,True,-1,903,./2004/main_903.idf
29.5,24,-3,2.98333333333333,0.25,True,-1,904,./2004/main_904.idf
29.5,23.5,-1,4.98333333333333,1.25,True,-1,905,./2004/main_905.idf
29.5,24,-1.25,4.73333333333333,0,True,-1,906,./2004/main_906.idf
-1,-1,-1,-1,-1,False,24,907,./2004/main_907.idf
29.5,23.5,-0.25,5.73333333333333,0.5,True,-1,908,./2004/main_908.idf
30,24,-4.75,1.23333333333333,0.5,True,-1,909,./2004/main_909.idf
29.5,24,0,5.98333333333333,0,True,-1,910,./2004/main_910.idf
29.5,24,-0.25,5.73333333333333,0,True,-1,911,./2004/main_911.idf
29,24,0,5.98333333333333,0,True,-1,912,./2004/main_912.idf
29.5,24,-0.5,5.48333333333333,0.25,True,-1,913,./2004/main_913.idf
29.5,23.5,-0.25,5.73333333333333,0.25,True,-1,914,./2004/main_914.idf
29.5,23.5,-2.25,3.73333333333333,0.5,True,-1,915,./2004/main_915.idf
29.5,24.5,-0.25,5.73333333333333,0.25,True,-1,916,./2004/main_916.idf
29.5,24,-2,3.98333333333333,0,True,-1,917,./2004/main_917.idf
29.5,24,-2.25,3.73333333333333,0,True,-1,918,./2004/main_918.idf
29.5,23.5,-3,2.98333333333333,0,True,-1,919,./2004/main_919.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,920,./2004/main_920.idf
29.5,24,-1.25,4.73333333333333,0,True,-1,921,./2004/main_921.idf
29.5,24,-0.5,5.48333333333333,0.75,True,-1,922,./2004/main_922.idf
29.5,24,-3.25,2.73333333333333,0,True,-1,923,./2004/main_923.idf
29.5,24,0,5.98333333333333,0,True,-1,924,./2004/main_924.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,925,./2004/main_925.idf
29,23.5,-0.25,5.73333333333333,0,True,-1,926,./2004/main_926.idf
29,24,-0.25,5.73333333333333,0,True,-1,927,./2004/main_927.idf
-1,-1,-1,-1,-1,False,23.5,928,./2004/main_928.idf
-1,-1,-1,-1,-1,False,23,929,./2004/main_929.idf
-1,-1,-1,-1,-1,False,27,930,./2004/main_930.idf
30,23.5,0,5.98333333333333,0.5,True,-1,931,./2004/main_931.idf
-1,-1,-1,-1,-1,False,26.5,932,./2004/main_932.idf
29.5,24,-0.25,5.73333333333333,0.5,True,-1,933,./2004/main_933.idf
29.5,24,-0.5,5.48333333333333,0.25,True,-1,934,./2004/main_934.idf
29.5,24,-0.25,5.73333333333333,1,True,-1,935,./2004/main_935.idf
30,24,-0.75,5.23333333333333,0,True,-1,936,./2004/main_936.idf
29.5,24,0,5.98333333333333,1,True,-1,937,./2004/main_937.idf
29.5,24,-0.25,5.73333333333333,1,True,-1,938,./2004/main_938.idf
29.5,24,-1.75,4.23333333333333,0,True,-1,939,./2004/main_939.idf
-1,-1,-1,-1,-1,False,21.5,940,./2004/main_940.idf
-1,-1,-1,-1,-1,False,23,941,./2004/main_941.idf
-1,-1,-1,-1,-1,False,23,942,./2004/main_942.idf
29.5,24,-2,3.98333333333333,0.5,True,-1,943,./2004/main_943.idf
-1,-1,-1,-1,-1,False,22,944,./2004/main_944.idf
29.5,23.5,-0.25,5.73333333333333,0.25,True,-1,945,./2004/main_945.idf
29.5,24,-5,0.983333333333333,0.25,True,-1,946,./2004/main_946.idf
-1,-1,-1,-1,-1,False,25.5,947,./2004/main_947.idf
29,24,-2,3.98333333333333,0.5,True,-1,948,./2004/main_948.idf
29.5,24,-1.75,4.23333333333333,0.25,True,-1,949,./2004/main_949.idf
29.5,24.5,-2.25,3.73333333333333,0,True,-1,950,./2004/main_950.idf
29.5,24,-2,3.98333333333333,0,True,-1,951,./2004/main_951.idf
29.5,24,-0.5,5.48333333333333,0.5,True,-1,952,./2004/main_952.idf
30,24,-0.5,5.48333333333333,0,True,-1,953,./2004/main_953.idf
29,24,-2.25,3.73333333333333,0,True,-1,954,./2004/main_954.idf
-1,-1,-1,-1,-1,False,26,955,./2004/main_955.idf
-1,-1,-1,-1,-1,False,23,956,./2004/main_956.idf
29.5,24,0,5.98333333333333,0,True,-1,957,./2004/main_957.idf
-1,-1,-1,-1,-1,False,25,958,./2004/main_958.idf
29,23.5,-2,3.98333333333333,0,True,-1,959,./2004/main_959.idf
-1,-1,-1,-1,-1,False,22,960,./2004/main_960.idf
29.5,24,-3.25,2.73333333333333,0,True,-1,961,./2004/main_961.idf
29.5,24,-1.75,4.23333333333333,0,True,-1,962,./2004/main_962.idf
29.5,24,-0.25,5.73333333333333,0.25,True,-1,963,./2004/main_963.idf
29.5,23.5,-3.5,2.48333333333333,0,True,-1,964,./2004/main_964.idf
-1,-1,-1,-1,-1,False,24.5,965,./2004/main_965.idf
-1,-1,-1,-1,-1,False,24,966,./2004/main_966.idf
29.5,24,-2,3.98333333333333,0,True,-1,967,./2004/main_967.idf
30,24,-0.75,5.23333333333333,0,True,-1,968,./2004/main_968.idf
29.5,24,0,5.98333333333333,0.25,True,-1,969,./2004/main_969.idf
29.5,23.5,-2,3.98333333333333,0.25,True,-1,970,./2004/main_970.idf
-1,-1,-1,-1,-1,False,23.5,971,./2004/main_971.idf
29.5,24,-1.75,4.23333333333333,0,True,-1,972,./2004/main_972.idf
29.5,23.5,0,5.98333333333333,0,True,-1,973,./2004/main_973.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,974,./2004/main_974.idf
-1,-1,-1,-1,-1,False,24.5,975,./2004/main_975.idf
-1,-1,-1,-1,-1,False,25.5,976,./2004/main_976.idf
29,24,-0.25,5.73333333333333,0.25,True,-1,977,./2004/main_977.idf
29,24,-0.5,5.48333333333333,0,True,-1,978,./2004/main_978.idf
29.5,24,-0.5,5.48333333333333,0.25,True,-1,979,./2004/main_979.idf
-1,-1,-1,-1,-1,False,24.5,980,./2004/main_980.idf
29,24,-0.75,5.23333333333333,0.25,True,-1,981,./2004/main_981.idf
29.5,24,-0.5,5.48333333333333,0.25,True,-1,982,./2004/main_982.idf
29.5,24,-1,4.98333333333333,0.5,True,-1,983,./2004/main_983.idf
29.5,23.5,-0.5,5.48333333333333,0,True,-1,984,./2004/main_984.idf
29.5,23.5,-4.25,1.73333333333333,0.25,True,-1,985,./2004/main_985.idf
29.5,24,-1.25,4.73333333333333,0,True,-1,986,./2004/main_986.idf
-1,-1,-1,-1,-1,False,25.5,987,./2004/main_987.idf
29.5,23.5,0,5.98333333333333,0.25,True,-1,988,./2004/main_988.idf
29,24,-0.25,5.73333333333333,0,True,-1,989,./2004/main_989.idf
29.5,24,0,5.98333333333333,0,True,-1,990,./2004/main_990.idf
30,23.5,0,5.98333333333333,0.25,True,-1,991,./2004/main_991.idf
29.5,24,-0.5,5.48333333333333,1,True,-1,992,./2004/main_992.idf
29,24,-1.25,4.73333333333333,0,True,-1,993,./2004/main_993.idf
-1,-1,-1,-1,-1,False,24.5,994,./2004/main_994.idf
29.5,24,-1.5,4.48333333333333,0.5,True,-1,995,./2004/main_995.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,996,./2004/main_996.idf
29.5,23.5,-0.75,5.23333333333333,0,True,-1,997,./2004/main_997.idf
29.5,23.5,-0.25,5.73333333333333,0.75,True,-1,998,./2004/main_998.idf
-1,-1,-1,-1,-1,False,22.5,999,./2004/main_999.idf
-1,-1,-1,-1,-1,False,21,1000,./2004/main_1000.idf
29.5,24,-1.25,4.73333333333333,0.25,True,-1,1001,./2004/main_1001.idf
29.5,24,-3.25,2.73333333333333,0,True,-1,1002,./2004/main_1002.idf
29.5,24,-1,4.98333333333333,0,True,-1,1003,./2004/main_1003.idf
29.5,23.5,0,5.98333333333333,0.25,True,-1,1004,./2004/main_1004.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,1005,./2004/main_1005.idf
29.5,24.5,-2,3.98333333333333,0,True,-1,1006,./2004/main_1006.idf
29.5,24,0,5.98333333333333,0.25,True,-1,1007,./2004/main_1007.idf
29.5,23.5,-1,4.98333333333333,0.5,True,-1,1008,./2004/main_1008.idf
29.5,24,-1.5,4.48333333333333,0,True,-1,1009,./2004/main_1009.idf
29.5,24,-1.75,4.23333333333333,0,True,-1,1010,./2004/main_1010.idf
-1,-1,-1,-1,-1,False,25.5,1011,./2004/main_1011.idf
29.5,24,0,5.98333333333333,0.25,True,-1,1012,./2004/main_1012.idf
-1,-1,-1,-1,-1,False,25.5,1013,./2004/main_1013.idf
-1,-1,-1,-1,-1,False,24.5,1014,./2004/main_1014.idf
29.5,23.5,-5,0.983333333333333,0.25,True,-1,1015,./2004/main_1015.idf
29.5,24.5,-1,4.98333333333333,0.25,True,-1,1016,./2004/main_1016.idf
29.5,24,-0.25,5.73333333333333,0.25,True,-1,1017,./2004/main_1017.idf
29.5,24,-2,3.98333333333333,0.25,True,-1,1018,./2004/main_1018.idf
30,24,-1.5,4.48333333333333,0.25,True,-1,1019,./2004/main_1019.idf
29,24.5,-0.5,5.48333333333333,0.25,True,-1,1020,./2004/main_1020.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,1021,./2004/main_1021.idf
30,24,-1.25,4.73333333333333,0,True,-1,1022,./2004/main_1022.idf
29.5,23.5,-1.25,4.73333333333333,0,True,-1,1023,./2004/main_1023.idf
29,24,-3.25,2.73333333333333,0.25,True,-1,1024,./2004/main_1024.idf
29.5,23.5,-0.25,5.73333333333333,0.25,True,-1,1025,./2004/main_1025.idf
-1,-1,-1,-1,-1,False,23,1026,./2004/main_1026.idf
29.5,24,-0.25,5.73333333333333,0,True,-1,1027,./2004/main_1027.idf
-1,-1,-1,-1,-1,False,26,1028,./2004/main_1028.idf
-1,-1,-1,-1,-1,False,27,1029,./2004/main_1029.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,1030,./2004/main_1030.idf
29,23.5,-0.25,5.73333333333333,0,True,-1,1031,./2004/main_1031.idf
29.5,24,-0.25,5.73333333333333,1,True,-1,1032,./2004/main_1032.idf
29.5,24,-0.25,5.73333333333333,0.5,True,-1,1033,./2004/main_1033.idf
-1,-1,-1,-1,-1,False,23.5,1034,./2004/main_1034.idf
29.5,24,-2,3.98333333333333,0,True,-1,1035,./2004/main_1035.idf
29,24,-1.5,4.48333333333333,0,True,-1,1036,./2004/main_1036.idf
-1,-1,-1,-1,-1,False,24,1037,./2004/main_1037.idf
29.5,24,0,5.98333333333333,0,True,-1,1038,./2004/main_1038.idf
29.5,23.5,-3.5,2.48333333333333,0.5,True,-1,1039,./2004/main_1039.idf
29.5,24,-1.25,4.73333333333333,0,True,-1,1040,./2004/main_1040.idf
29.5,24,-0.5,5.48333333333333,1.5,True,-1,1041,./2004/main_1041.idf
29.5,24,-0.25,5.73333333333333,0,True,-1,1042,./2004/main_1042.idf
29.5,24,-3.75,2.23333333333333,0,True,-1,1043,./2004/main_1043.idf
29.5,24,-0.5,5.48333333333333,0.5,True,-1,1044,./2004/main_1044.idf
29.5,24,-0.75,5.23333333333333,0.25,True,-1,1045,./2004/main_1045.idf
-1,-1,-1,-1,-1,False,26,1046,./2004/main_1046.idf
-1,-1,-1,-1,-1,False,24.5,1047,./2004/main_1047.idf
-1,-1,-1,-1,-1,False,23.5,1048,./2004/main_1048.idf
29.5,23.5,-2,3.98333333333333,0.25,True,-1,1049,./2004/main_1049.idf
-1,-1,-1,-1,-1,False,24,1050,./2004/main_1050.idf
29.5,24,0,5.98333333333333,0.5,True,-1,1051,./2004/main_1051.idf
-1,-1,-1,-1,-1,False,24,1052,./2004/main_1052.idf
29.5,24,0,5.98333333333333,0.25,True,-1,1053,./2004/main_1053.idf
-1,-1,-1,-1,-1,False,23.5,1054,./2004/main_1054.idf
-1,-1,-1,-1,-1,False,24,1055,./2004/main_1055.idf
29.5,24,-1.75,4.23333333333333,0,True,-1,1056,./2004/main_1056.idf
29.5,24,0,5.98333333333333,0,True,-1,1057,./2004/main_1057.idf
-1,-1,-1,-1,-1,False,23.5,1058,./2004/main_1058.idf
29.5,24,-2.25,3.73333333333333,0,True,-1,1059,./2004/main_1059.idf
29,24.5,-1.25,4.73333333333333,0.5,True,-1,1060,./2004/main_1060.idf
29.5,24,-0.5,5.48333333333333,0.75,True,-1,1061,./2004/main_1061.idf
29.5,23.5,0,5.98333333333333,0,True,-1,1062,./2004/main_1062.idf
29.5,23.5,-1.25,4.73333333333333,0,True,-1,1063,./2004/main_1063.idf
-1,-1,-1,-1,-1,False,23.5,1064,./2004/main_1064.idf
30,24,-1.5,4.48333333333333,0,True,-1,1065,./2004/main_1065.idf
29.5,23.5,-1.25,4.73333333333333,0.25,True,-1,1066,./2004/main_1066.idf
29.5,23.5,-0.25,5.73333333333333,0.5,True,-1,1067,./2004/main_1067.idf
29.5,24,-1.5,4.48333333333333,0,True,-1,1068,./2004/main_1068.idf
29.5,24,-1.25,4.73333333333333,0.25,True,-1,1069,./2004/main_1069.idf
29.5,24,-2.25,3.73333333333333,0,True,-1,1070,./2004/main_1070.idf
29.5,23.5,0,5.98333333333333,0,True,-1,1071,./2004/main_1071.idf
29.5,24,-0.25,5.73333333333333,0.5,True,-1,1072,./2004/main_1072.idf
29.5,23.5,-2.25,3.73333333333333,0,True,-1,1073,./2004/main_1073.idf
29.5,24,0,5.98333333333333,0,True,-1,1074,./2004/main_1074.idf
29.5,24,0,5.98333333333333,0.25,True,-1,1075,./2004/main_1075.idf
29.5,24,-1.5,4.48333333333333,0.5,True,-1,1076,./2004/main_1076.idf
29,24,-1,4.98333333333333,0,True,-1,1077,./2004/main_1077.idf
29.5,24,0,5.98333333333333,0.25,True,-1,1078,./2004/main_1078.idf
29.5,24,-1.25,4.73333333333333,0.25,True,-1,1079,./2004/main_1079.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,1080,./2004/main_1080.idf
29.5,24,-0.25,5.73333333333333,1,True,-1,1081,./2004/main_1081.idf
29,24,-0.5,5.48333333333333,0,True,-1,1082,./2004/main_1082.idf
29.5,24,0,5.98333333333333,0.25,True,-1,1083,./2004/main_1083.idf
29.5,24,-0.75,5.23333333333333,0.5,True,-1,1084,./2004/main_1084.idf
29.5,23.5,0,5.98333333333333,0,True,-1,1085,./2004/main_1085.idf
29.5,23.5,-0.25,5.73333333333333,0,True,-1,1086,./2004/main_1086.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,1087,./2004/main_1087.idf
-1,-1,-1,-1,-1,False,23.5,1088,./2004/main_1088.idf
29.5,23.5,0,5.98333333333333,0,True,-1,1089,./2004/main_1089.idf
-1,-1,-1,-1,-1,False,23,1090,./2004/main_1090.idf
30,24,-1.5,4.48333333333333,0.5,True,-1,1091,./2004/main_1091.idf
29,24,0,5.98333333333333,0.5,True,-1,1092,./2004/main_1092.idf
29,24,-0.75,5.23333333333333,0.5,True,-1,1093,./2004/main_1093.idf
29.5,24,-0.5,5.48333333333333,0.25,True,-1,1094,./2004/main_1094.idf
29.5,24,-2.5,3.48333333333333,0.75,True,-1,1095,./2004/main_1095.idf
29.5,24,0,5.98333333333333,0,True,-1,1096,./2004/main_1096.idf
29.5,24,-2.75,3.23333333333333,0.75,True,-1,1097,./2004/main_1097.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,1098,./2004/main_1098.idf
30,23.5,-0.75,5.23333333333333,0,True,-1,1099,./2004/main_1099.idf
-1,-1,-1,-1,-1,False,24.5,1100,./2004/main_1100.idf
-1,-1,-1,-1,-1,False,24.5,1101,./2004/main_1101.idf
29,24,-2,3.98333333333333,0.75,True,-1,1102,./2004/main_1102.idf
-1,-1,-1,-1,-1,False,22.5,1103,./2004/main_1103.idf
29,24,-0.5,5.48333333333333,0,True,-1,1104,./2004/main_1104.idf
29.5,24,0,5.98333333333333,0.75,True,-1,1105,./2004/main_1105.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,1106,./2004/main_1106.idf
29,24,-2,3.98333333333333,0,True,-1,1107,./2004/main_1107.idf
29,24,-0.25,5.73333333333333,0.75,True,-1,1108,./2004/main_1108.idf
29.5,24,0,5.98333333333333,0.5,True,-1,1109,./2004/main_1109.idf
29.5,24,-2.5,3.48333333333333,0,True,-1,1110,./2004/main_1110.idf
-1,-1,-1,-1,-1,False,25,1111,./2004/main_1111.idf
-1,-1,-1,-1,-1,False,25.5,1112,./2004/main_1112.idf
29.5,24,-4.75,1.23333333333333,0,True,-1,1113,./2004/main_1113.idf
-1,-1,-1,-1,-1,False,23.5,1114,./2004/main_1114.idf
29.5,23.5,-2,3.98333333333333,0,True,-1,1115,./2004/main_1115.idf
29.5,23.5,-1.5,4.48333333333333,0,True,-1,1116,./2004/main_1116.idf
29.5,24,-0.5,5.48333333333333,0.25,True,-1,1117,./2004/main_1117.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,1118,./2004/main_1118.idf
29.5,24,-2,3.98333333333333,1.25,True,-1,1119,./2004/main_1119.idf
29,24,-1,4.98333333333333,0.25,True,-1,1120,./2004/main_1120.idf
