T_max,T_min,t_p,t_start,t_ramp,setback,const_temp,sim_id,file_name
21,16,-0.75,5.23333333333333,0,True,-1,728,./2004/electric_728.idf
21.5,15.5,0,5.98333333333333,0.25,True,-1,729,./2004/electric_729.idf
-1,-1,-1,-1,-1,False,21.5,730,./2004/electric_730.idf
22,16,-0.5,5.48333333333333,0.25,True,-1,731,./2004/electric_731.idf
22,15,-1.75,4.23333333333333,0,True,-1,732,./2004/electric_732.idf
21,15.5,-0.75,5.23333333333333,0,True,-1,733,./2004/electric_733.idf
21.5,15,-1.75,4.23333333333333,0.5,True,-1,734,./2004/electric_734.idf
-1,-1,-1,-1,-1,False,22,735,./2004/electric_735.idf
-1,-1,-1,-1,-1,False,21,736,./2004/electric_736.idf
21.5,16.5,-1,4.98333333333333,0.25,True,-1,737,./2004/electric_737.idf
-1,-1,-1,-1,-1,False,20,738,./2004/electric_738.idf
-1,-1,-1,-1,-1,False,23,739,./2004/electric_739.idf
22,15,-0.5,5.48333333333333,0.25,True,-1,740,./2004/electric_740.idf
21,16,-1.75,4.23333333333333,0,True,-1,741,./2004/electric_741.idf
-1,-1,-1,-1,-1,False,20,742,./2004/electric_742.idf
20.5,16,0,5.98333333333333,0.75,True,-1,743,./2004/electric_743.idf
21,15.5,-1.25,4.73333333333333,0,True,-1,744,./2004/electric_744.idf
22,15.5,-1.5,4.48333333333333,0.5,True,-1,745,./2004/electric_745.idf
20.5,14.5,0,5.98333333333333,0,True,-1,746,./2004/electric_746.idf
20,14.5,-0.5,5.48333333333333,0.25,True,-1,747,./2004/electric_747.idf
-1,-1,-1,-1,-1,False,21,748,./2004/electric_748.idf
21,16,0,5.98333333333333,0.25,True,-1,749,./2004/electric_749.idf
21,16,-3.5,2.48333333333333,0,True,-1,750,./2004/electric_750.idf
-1,-1,-1,-1,-1,False,21,751,./2004/electric_751.idf
21.5,15,-0.5,5.48333333333333,0,True,-1,752,./2004/electric_752.idf
20.5,16,-2,3.98333333333333,0,True,-1,753,./2004/electric_753.idf
-1,-1,-1,-1,-1,False,21,754,./2004/electric_754.idf
21,15.5,-0.25,5.73333333333333,0.25,True,-1,755,./2004/electric_755.idf
-1,-1,-1,-1,-1,False,23,756,./2004/electric_756.idf
-1,-1,-1,-1,-1,False,21.5,757,./2004/electric_757.idf
-1,-1,-1,-1,-1,False,19,758,./2004/electric_758.idf
21.5,16,-0.5,5.48333333333333,0,True,-1,759,./2004/electric_759.idf
21.5,15,-0.25,5.73333333333333,0,True,-1,760,./2004/electric_760.idf
21,16,0,5.98333333333333,0.25,True,-1,761,./2004/electric_761.idf
21,15.5,-5,0.983333333333333,0,True,-1,762,./2004/electric_762.idf
21.5,15.5,-1.75,4.23333333333333,0.25,True,-1,763,./2004/electric_763.idf
21,15.5,-0.25,5.73333333333333,1.5,True,-1,764,./2004/electric_764.idf
21,15.5,-1.25,4.73333333333333,1.25,True,-1,765,./2004/electric_765.idf
19.5,16,-0.75,5.23333333333333,1.5,True,-1,766,./2004/electric_766.idf
21,16,-0.5,5.48333333333333,0.5,True,-1,767,./2004/electric_767.idf
21.5,15.5,-0.25,5.73333333333333,0.5,True,-1,768,./2004/electric_768.idf
20,16,-1.75,4.23333333333333,0.25,True,-1,769,./2004/electric_769.idf
21.5,15.5,-1,4.98333333333333,0,True,-1,770,./2004/electric_770.idf
20.5,17,-2.75,3.23333333333333,0,True,-1,771,./2004/electric_771.idf
21.5,15.5,-1.5,4.48333333333333,0,True,-1,772,./2004/electric_772.idf
21,16,-1,4.98333333333333,0.25,True,-1,773,./2004/electric_773.idf
21.5,16,-0.25,5.73333333333333,0.25,True,-1,774,./2004/electric_774.idf
-1,-1,-1,-1,-1,False,21,775,./2004/electric_775.idf
20.5,16,-0.75,5.23333333333333,0.5,True,-1,776,./2004/electric_776.idf
21.5,15.5,-0.75,5.23333333333333,0.75,True,-1,777,./2004/electric_777.idf
21.5,15.5,0,5.98333333333333,0,True,-1,778,./2004/electric_778.idf
20.5,15.5,0,5.98333333333333,0,True,-1,779,./2004/electric_779.idf
21,16,-0.75,5.23333333333333,1,True,-1,780,./2004/electric_780.idf
21.5,15.5,-0.25,5.73333333333333,0,True,-1,781,./2004/electric_781.idf
20.5,16,-1,4.98333333333333,0,True,-1,782,./2004/electric_782.idf
21,16,-1.5,4.48333333333333,0,True,-1,783,./2004/electric_783.idf
21,16,-0.75,5.23333333333333,0,True,-1,784,./2004/electric_784.idf
21.5,15,-1.25,4.73333333333333,1,True,-1,785,./2004/electric_785.idf
21.5,15.5,-0.5,5.48333333333333,0.25,True,-1,786,./2004/electric_786.idf
-1,-1,-1,-1,-1,False,21,787,./2004/electric_787.idf
21,15.5,0,5.98333333333333,0.25,True,-1,788,./2004/electric_788.idf
21,16,-0.5,5.48333333333333,1.5,True,-1,789,./2004/electric_789.idf
21,15.5,-0.5,5.48333333333333,0,True,-1,790,./2004/electric_790.idf
22,15.5,-0.5,5.48333333333333,0,True,-1,791,./2004/electric_791.idf
21.5,16.5,0,5.98333333333333,0,True,-1,792,./2004/electric_792.idf
20,16,-2.75,3.23333333333333,0.5,True,-1,793,./2004/electric_793.idf
21.5,15,0,5.98333333333333,0.25,True,-1,794,./2004/electric_794.idf
21.5,15,-0.5,5.48333333333333,0.25,True,-1,795,./2004/electric_795.idf
21,15,-2.25,3.73333333333333,0,True,-1,796,./2004/electric_796.idf
-1,-1,-1,-1,-1,False,21.5,797,./2004/electric_797.idf
20.5,15.5,0,5.98333333333333,0,True,-1,798,./2004/electric_798.idf
21,15.5,-1.5,4.48333333333333,0,True,-1,799,./2004/electric_799.idf
-1,-1,-1,-1,-1,False,22,800,./2004/electric_800.idf
21,15,0,5.98333333333333,0,True,-1,801,./2004/electric_801.idf
21.5,15.5,0,5.98333333333333,0,True,-1,802,./2004/electric_802.idf
20,15,-2,3.98333333333333,0,True,-1,803,./2004/electric_803.idf
20.5,16,0,5.98333333333333,0.25,True,-1,804,./2004/electric_804.idf
21.5,14.5,-1,4.98333333333333,0,True,-1,805,./2004/electric_805.idf
20.5,16,-0.25,5.73333333333333,0,True,-1,806,./2004/electric_806.idf
21,16,-0.75,5.23333333333333,0,True,-1,807,./2004/electric_807.idf
-1,-1,-1,-1,-1,False,21,808,./2004/electric_808.idf
-1,-1,-1,-1,-1,False,25,809,./2004/electric_809.idf
-1,-1,-1,-1,-1,False,22.5,810,./2004/electric_810.idf
-1,-1,-1,-1,-1,False,21,811,./2004/electric_811.idf
21.5,14,0,5.98333333333333,0.25,True,-1,812,./2004/electric_812.idf
21,17,-0.25,5.73333333333333,0.25,True,-1,813,./2004/electric_813.idf
22,15,-0.5,5.48333333333333,0.25,True,-1,814,./2004/electric_814.idf
21,15,-2,3.98333333333333,0,True,-1,815,./2004/electric_815.idf
-1,-1,-1,-1,-1,False,21.5,816,./2004/electric_816.idf
21.5,16,-1,4.98333333333333,0,True,-1,817,./2004/electric_817.idf
22,15,-0.5,5.48333333333333,0,True,-1,818,./2004/electric_818.idf
20.5,14.5,-0.5,5.48333333333333,0,True,-1,819,./2004/electric_819.idf
20,16,-1.5,4.48333333333333,0.25,True,-1,820,./2004/electric_820.idf
21,16.5,-1.75,4.23333333333333,0,True,-1,821,./2004/electric_821.idf
-1,-1,-1,-1,-1,False,21.5,822,./2004/electric_822.idf
20.5,15.5,-1,4.98333333333333,0,True,-1,823,./2004/electric_823.idf
-1,-1,-1,-1,-1,False,20.5,824,./2004/electric_824.idf
21,15.5,-0.5,5.48333333333333,0,True,-1,825,./2004/electric_825.idf
21.5,16.5,-2.25,3.73333333333333,0.25,True,-1,826,./2004/electric_826.idf
21,15,-0.75,5.23333333333333,0.25,True,-1,827,./2004/electric_827.idf
20.5,15.5,-1,4.98333333333333,0.75,True,-1,828,./2004/electric_828.idf
20,15.5,-0.75,5.23333333333333,0.25,True,-1,829,./2004/electric_829.idf
19.5,15.5,0,5.98333333333333,3,True,-1,830,./2004/electric_830.idf
21,16,0,5.98333333333333,0,True,-1,831,./2004/electric_831.idf
21,15.5,0,5.98333333333333,0,True,-1,832,./2004/electric_832.idf
21.5,15.5,-0.75,5.23333333333333,0,True,-1,833,./2004/electric_833.idf
21.5,15,-0.5,5.48333333333333,0.25,True,-1,834,./2004/electric_834.idf
21.5,15,-1.25,4.73333333333333,0.25,True,-1,835,./2004/electric_835.idf
20.5,15.5,-4.75,1.23333333333333,0.25,True,-1,836,./2004/electric_836.idf
20.5,15.5,-1.25,4.73333333333333,0.25,True,-1,837,./2004/electric_837.idf
-1,-1,-1,-1,-1,False,21.5,838,./2004/electric_838.idf
21,15.5,-2.25,3.73333333333333,0.25,True,-1,839,./2004/electric_839.idf
21,15.5,-0.5,5.48333333333333,0,True,-1,840,./2004/electric_840.idf
-1,-1,-1,-1,-1,False,21,841,./2004/electric_841.idf
21.5,15.5,-0.25,5.73333333333333,0,True,-1,842,./2004/electric_842.idf
20.5,16,-3.25,2.73333333333333,0,True,-1,843,./2004/electric_843.idf
21.5,16,-0.5,5.48333333333333,0.25,True,-1,844,./2004/electric_844.idf
-1,-1,-1,-1,-1,False,21,845,./2004/electric_845.idf
21,15.5,-0.25,5.73333333333333,0.25,True,-1,846,./2004/electric_846.idf
-1,-1,-1,-1,-1,False,19,847,./2004/electric_847.idf
-1,-1,-1,-1,-1,False,20.5,848,./2004/electric_848.idf
20.5,15.5,-3,2.98333333333333,0,True,-1,849,./2004/electric_849.idf
21,15,-1.25,4.73333333333333,0.75,True,-1,850,./2004/electric_850.idf
-1,-1,-1,-1,-1,False,21,851,./2004/electric_851.idf
-1,-1,-1,-1,-1,False,21,852,./2004/electric_852.idf
20.5,16.5,-0.25,5.73333333333333,0,True,-1,853,./2004/electric_853.idf
-1,-1,-1,-1,-1,False,22,854,./2004/electric_854.idf
21.5,15.5,-0.5,5.48333333333333,0,True,-1,855,./2004/electric_855.idf
-1,-1,-1,-1,-1,False,18.5,856,./2004/electric_856.idf
21,16.5,-1.25,4.73333333333333,0.75,True,-1,857,./2004/electric_857.idf
21,16.5,0,5.98333333333333,0,True,-1,858,./2004/electric_858.idf
22,15,0,5.98333333333333,0.5,True,-1,859,./2004/electric_859.idf
20.5,15,-2,3.98333333333333,0.25,True,-1,860,./2004/electric_860.idf
21,15.5,-3,2.98333333333333,0,True,-1,861,./2004/electric_861.idf
21,15,-0.25,5.73333333333333,0.75,True,-1,862,./2004/electric_862.idf
20,15.5,-1,4.98333333333333,0.75,True,-1,863,./2004/electric_863.idf
21,16.5,-1.25,4.73333333333333,0,True,-1,864,./2004/electric_864.idf
21,15,-4.75,1.23333333333333,0.25,True,-1,865,./2004/electric_865.idf
-1,-1,-1,-1,-1,False,21.5,866,./2004/electric_866.idf
21.5,15,-0.75,5.23333333333333,0,True,-1,867,./2004/electric_867.idf
21.5,16,-1.25,4.73333333333333,0.25,True,-1,868,./2004/electric_868.idf
-1,-1,-1,-1,-1,False,21,869,./2004/electric_869.idf
-1,-1,-1,-1,-1,False,20.5,870,./2004/electric_870.idf
21,16,0,5.98333333333333,0,True,-1,871,./2004/electric_871.idf
20,15.5,-2.5,3.48333333333333,1.5,True,-1,872,./2004/electric_872.idf
21,15,-1,4.98333333333333,0.25,True,-1,873,./2004/electric_873.idf
21.5,15.5,-0.5,5.48333333333333,0.25,True,-1,874,./2004/electric_874.idf
21.5,15.5,-1.25,4.73333333333333,0.5,True,-1,875,./2004/electric_875.idf
20.5,15,-1,4.98333333333333,0.25,True,-1,876,./2004/electric_876.idf
20.5,15.5,-0.5,5.48333333333333,0.75,True,-1,877,./2004/electric_877.idf
-1,-1,-1,-1,-1,False,18.5,878,./2004/electric_878.idf
21.5,14.5,-2.25,3.73333333333333,0,True,-1,879,./2004/electric_879.idf
-1,-1,-1,-1,-1,False,20,880,./2004/electric_880.idf
21,15,-0.5,5.48333333333333,0,True,-1,881,./2004/electric_881.idf
20.5,16,0,5.98333333333333,0,True,-1,882,./2004/electric_882.idf
21,15.5,-0.5,5.48333333333333,0,True,-1,883,./2004/electric_883.idf
21,15.5,0,5.98333333333333,0.5,True,-1,884,./2004/electric_884.idf
21,16,-0.25,5.73333333333333,0.25,True,-1,885,./2004/electric_885.idf
21,15.5,-0.25,5.73333333333333,0.5,True,-1,886,./2004/electric_886.idf
21,16,-2,3.98333333333333,0,True,-1,887,./2004/electric_887.idf
20.5,16.5,-0.25,5.73333333333333,1,True,-1,888,./2004/electric_888.idf
-1,-1,-1,-1,-1,False,21.5,889,./2004/electric_889.idf
21,15.5,-2.25,3.73333333333333,0,True,-1,890,./2004/electric_890.idf
22,15.5,0,5.98333333333333,0,True,-1,891,./2004/electric_891.idf
21.5,15.5,-1.75,4.23333333333333,0,True,-1,892,./2004/electric_892.idf
-1,-1,-1,-1,-1,False,19.5,893,./2004/electric_893.idf
21,14,0,5.98333333333333,0.25,True,-1,894,./2004/electric_894.idf
21,15,-3.25,2.73333333333333,0.5,True,-1,895,./2004/electric_895.idf
21,15.5,-0.5,5.48333333333333,1.25,True,-1,896,./2004/electric_896.idf
20.5,14.5,-1.5,4.48333333333333,0.75,True,-1,897,./2004/electric_897.idf
21.5,15,-0.5,5.48333333333333,0,True,-1,898,./2004/electric_898.idf
21,16,-1.25,4.73333333333333,0.25,True,-1,899,./2004/electric_899.idf
20.5,15,-1.5,4.48333333333333,0,True,-1,900,./2004/electric_900.idf
21,15,-0.25,5.73333333333333,0.25,True,-1,901,./2004/electric_901.idf
20.5,15,-0.5,5.48333333333333,0.25,True,-1,902,./2004/electric_902.idf
20.5,15,-1,4.98333333333333,0.25,True,-1,903,./2004/electric_903.idf
21,16,-3,2.98333333333333,0.5,True,-1,904,./2004/electric_904.idf
21.5,15,-1,4.98333333333333,1.25,True,-1,905,./2004/electric_905.idf
22,15.5,-1.25,4.73333333333333,0,True,-1,906,./2004/electric_906.idf
-1,-1,-1,-1,-1,False,21,907,./2004/electric_907.idf
21.5,14.5,-0.25,5.73333333333333,0.5,True,-1,908,./2004/electric_908.idf
22,15.5,-4.75,1.23333333333333,0.25,True,-1,909,./2004/electric_909.idf
21,15.5,0,5.98333333333333,0,True,-1,910,./2004/electric_910.idf
21,15.5,-0.25,5.73333333333333,0,True,-1,911,./2004/electric_911.idf
20.5,15.5,0,5.98333333333333,0,True,-1,912,./2004/electric_912.idf
21.5,15.5,-0.5,5.48333333333333,0.25,True,-1,913,./2004/electric_913.idf
20.5,15,-0.25,5.73333333333333,0.25,True,-1,914,./2004/electric_914.idf
21,15,-2.25,3.73333333333333,0.5,True,-1,915,./2004/electric_915.idf
20.5,17,-0.25,5.73333333333333,0.5,True,-1,916,./2004/electric_916.idf
21,15.5,-2,3.98333333333333,0,True,-1,917,./2004/electric_917.idf
21,15.5,-2.25,3.73333333333333,0,True,-1,918,./2004/electric_918.idf
22,15,-3,2.98333333333333,0,True,-1,919,./2004/electric_919.idf
20.5,15,-0.75,5.23333333333333,0,True,-1,920,./2004/electric_920.idf
22,16,-1.25,4.73333333333333,0,True,-1,921,./2004/electric_921.idf
20.5,15.5,-0.5,5.48333333333333,0.75,True,-1,922,./2004/electric_922.idf
21.5,16,-3.25,2.73333333333333,0,True,-1,923,./2004/electric_923.idf
21,15.5,0,5.98333333333333,0,True,-1,924,./2004/electric_924.idf
21,16.5,-0.5,5.48333333333333,0.25,True,-1,925,./2004/electric_925.idf
20.5,15,-0.25,5.73333333333333,0,True,-1,926,./2004/electric_926.idf
20,15.5,-0.25,5.73333333333333,0,True,-1,927,./2004/electric_927.idf
-1,-1,-1,-1,-1,False,20.5,928,./2004/electric_928.idf
-1,-1,-1,-1,-1,False,20,929,./2004/electric_929.idf
-1,-1,-1,-1,-1,False,24,930,./2004/electric_930.idf
22,15,0,5.98333333333333,0.5,True,-1,931,./2004/electric_931.idf
-1,-1,-1,-1,-1,False,23.5,932,./2004/electric_932.idf
21,16.5,-0.25,5.73333333333333,0.75,True,-1,933,./2004/electric_933.idf
21,15.5,-0.5,5.48333333333333,0.5,True,-1,934,./2004/electric_934.idf
21.5,15.5,-0.25,5.73333333333333,1,True,-1,935,./2004/electric_935.idf
22,16,-0.75,5.23333333333333,0,True,-1,936,./2004/electric_936.idf
21,15.5,0,5.98333333333333,1,True,-1,937,./2004/electric_937.idf
21,16,-0.25,5.73333333333333,1,True,-1,938,./2004/electric_938.idf
20.5,16,-1.75,4.23333333333333,0,True,-1,939,./2004/electric_939.idf
-1,-1,-1,-1,-1,False,18.5,940,./2004/electric_940.idf
-1,-1,-1,-1,-1,False,20,941,./2004/electric_941.idf
-1,-1,-1,-1,-1,False,20,942,./2004/electric_942.idf
21,16,-2,3.98333333333333,0.75,True,-1,943,./2004/electric_943.idf
-1,-1,-1,-1,-1,False,19,944,./2004/electric_944.idf
22,15,-0.25,5.73333333333333,0.25,True,-1,945,./2004/electric_945.idf
20.5,16,-5,0.983333333333333,0.25,True,-1,946,./2004/electric_946.idf
-1,-1,-1,-1,-1,False,22.5,947,./2004/electric_947.idf
20.5,16,-2,3.98333333333333,0.75,True,-1,948,./2004/electric_948.idf
21,15,-1.75,4.23333333333333,0.25,True,-1,949,./2004/electric_949.idf
21.5,17,-2.25,3.73333333333333,0,True,-1,950,./2004/electric_950.idf
21,16.5,-2,3.98333333333333,0,True,-1,951,./2004/electric_951.idf
21,15.5,-0.5,5.48333333333333,0.5,True,-1,952,./2004/electric_952.idf
22.5,15.5,-0.5,5.48333333333333,0,True,-1,953,./2004/electric_953.idf
20.5,16,-2.25,3.73333333333333,0,True,-1,954,./2004/electric_954.idf
-1,-1,-1,-1,-1,False,23,955,./2004/electric_955.idf
-1,-1,-1,-1,-1,False,20,956,./2004/electric_956.idf
21,15.5,0,5.98333333333333,0,True,-1,957,./2004/electric_957.idf
-1,-1,-1,-1,-1,False,22,958,./2004/electric_958.idf
20.5,15,-2,3.98333333333333,0,True,-1,959,./2004/electric_959.idf
-1,-1,-1,-1,-1,False,19,960,./2004/electric_960.idf
21.5,16,-3.25,2.73333333333333,0,True,-1,961,./2004/electric_961.idf
21.5,16,-1.75,4.23333333333333,0,True,-1,962,./2004/electric_962.idf
20.5,16,-0.25,5.73333333333333,0.25,True,-1,963,./2004/electric_963.idf
21.5,14.5,-3.5,2.48333333333333,0,True,-1,964,./2004/electric_964.idf
-1,-1,-1,-1,-1,False,21.5,965,./2004/electric_965.idf
-1,-1,-1,-1,-1,False,21,966,./2004/electric_966.idf
21,16.5,-2,3.98333333333333,0,True,-1,967,./2004/electric_967.idf
22,16,-0.75,5.23333333333333,0,True,-1,968,./2004/electric_968.idf
20.5,15.5,0,5.98333333333333,0.25,True,-1,969,./2004/electric_969.idf
20.5,15,-2,3.98333333333333,0.25,True,-1,970,./2004/electric_970.idf
-1,-1,-1,-1,-1,False,20.5,971,./2004/electric_971.idf
21.5,15.5,-1.75,4.23333333333333,0,True,-1,972,./2004/electric_972.idf
21,14.5,0,5.98333333333333,0,True,-1,973,./2004/electric_973.idf
21,15.5,-0.5,5.48333333333333,0,True,-1,974,./2004/electric_974.idf
-1,-1,-1,-1,-1,False,21.5,975,./2004/electric_975.idf
-1,-1,-1,-1,-1,False,22.5,976,./2004/electric_976.idf
20.5,16.5,-0.25,5.73333333333333,0.5,True,-1,977,./2004/electric_977.idf
20,15.5,-0.5,5.48333333333333,0,True,-1,978,./2004/electric_978.idf
21,15.5,-0.5,5.48333333333333,0.5,True,-1,979,./2004/electric_979.idf
-1,-1,-1,-1,-1,False,21.5,980,./2004/electric_980.idf
20.5,15,-0.75,5.23333333333333,0.25,True,-1,981,./2004/electric_981.idf
21,15.5,-0.5,5.48333333333333,0.25,True,-1,982,./2004/electric_982.idf
21.5,15.5,-1,4.98333333333333,0.25,True,-1,983,./2004/electric_983.idf
21,15,-0.5,5.48333333333333,0,True,-1,984,./2004/electric_984.idf
21.5,15,-4.25,1.73333333333333,0.25,True,-1,985,./2004/electric_985.idf
21,15.5,-1.25,4.73333333333333,0,True,-1,986,./2004/electric_986.idf
-1,-1,-1,-1,-1,False,22.5,987,./2004/electric_987.idf
21,15,0,5.98333333333333,0.25,True,-1,988,./2004/electric_988.idf
20.5,15.5,-0.25,5.73333333333333,0.25,True,-1,989,./2004/electric_989.idf
21,15.5,0,5.98333333333333,0,True,-1,990,./2004/electric_990.idf
22,14.5,0,5.98333333333333,0.25,True,-1,991,./2004/electric_991.idf
21.5,16,-0.5,5.48333333333333,1,True,-1,992,./2004/electric_992.idf
20.5,16,-1.25,4.73333333333333,0,True,-1,993,./2004/electric_993.idf
-1,-1,-1,-1,-1,False,21.5,994,./2004/electric_994.idf
20.5,16,-1.5,4.48333333333333,0.5,True,-1,995,./2004/electric_995.idf
21,15.5,-0.5,5.48333333333333,0,True,-1,996,./2004/electric_996.idf
21,15,-0.75,5.23333333333333,0,True,-1,997,./2004/electric_997.idf
21,15,-0.25,5.73333333333333,0.75,True,-1,998,./2004/electric_998.idf
-1,-1,-1,-1,-1,False,19.5,999,./2004/electric_999.idf
-1,-1,-1,-1,-1,False,18,1000,./2004/electric_1000.idf
21.5,15.5,-1.25,4.73333333333333,0.25,True,-1,1001,./2004/electric_1001.idf
21,16.5,-3.25,2.73333333333333,0,True,-1,1002,./2004/electric_1002.idf
21.5,16.5,-1,4.98333333333333,0,True,-1,1003,./2004/electric_1003.idf
21.5,14,0,5.98333333333333,0.25,True,-1,1004,./2004/electric_1004.idf
21.5,15.5,-0.75,5.23333333333333,0,True,-1,1005,./2004/electric_1005.idf
20.5,16.5,-2,3.98333333333333,0,True,-1,1006,./2004/electric_1006.idf
21,15.5,0,5.98333333333333,0.25,True,-1,1007,./2004/electric_1007.idf
21.5,14.5,-1,4.98333333333333,0.5,True,-1,1008,./2004/electric_1008.idf
21,15.5,-1.5,4.48333333333333,0,True,-1,1009,./2004/electric_1009.idf
20.5,15,-1.75,4.23333333333333,0,True,-1,1010,./2004/electric_1010.idf
-1,-1,-1,-1,-1,False,22.5,1011,./2004/electric_1011.idf
20.5,15.5,0,5.98333333333333,0.25,True,-1,1012,./2004/electric_1012.idf
-1,-1,-1,-1,-1,False,22.5,1013,./2004/electric_1013.idf
-1,-1,-1,-1,-1,False,21.5,1014,./2004/electric_1014.idf
21,15,-5,0.983333333333333,0.25,True,-1,1015,./2004/electric_1015.idf
21.5,16.5,-1,4.98333333333333,0.25,True,-1,1016,./2004/electric_1016.idf
21.5,15.5,-0.25,5.73333333333333,0.25,True,-1,1017,./2004/electric_1017.idf
21.5,15.5,-2,3.98333333333333,0.25,True,-1,1018,./2004/electric_1018.idf
22.5,16,-1.5,4.48333333333333,0.25,True,-1,1019,./2004/electric_1019.idf
20.5,16.5,-0.5,5.48333333333333,0.5,True,-1,1020,./2004/electric_1020.idf
21,16,-0.5,5.48333333333333,0,True,-1,1021,./2004/electric_1021.idf
22,16,-1.25,4.73333333333333,0,True,-1,1022,./2004/electric_1022.idf
20.5,15,-1.25,4.73333333333333,0,True,-1,1023,./2004/electric_1023.idf
20.5,16,-3.25,2.73333333333333,0.25,True,-1,1024,./2004/electric_1024.idf
21,15,-0.25,5.73333333333333,0.25,True,-1,1025,./2004/electric_1025.idf
-1,-1,-1,-1,-1,False,20,1026,./2004/electric_1026.idf
21,16.5,-0.25,5.73333333333333,0,True,-1,1027,./2004/electric_1027.idf
-1,-1,-1,-1,-1,False,23,1028,./2004/electric_1028.idf
-1,-1,-1,-1,-1,False,24,1029,./2004/electric_1029.idf
21.5,15.5,-0.5,5.48333333333333,0,True,-1,1030,./2004/electric_1030.idf
20.5,15,-0.25,5.73333333333333,0,True,-1,1031,./2004/electric_1031.idf
21,16,-0.25,5.73333333333333,1.25,True,-1,1032,./2004/electric_1032.idf
20.5,15.5,-0.25,5.73333333333333,0.5,True,-1,1033,./2004/electric_1033.idf
-1,-1,-1,-1,-1,False,20.5,1034,./2004/electric_1034.idf
21.5,15.5,-2,3.98333333333333,0,True,-1,1035,./2004/electric_1035.idf
20,15.5,-1.5,4.48333333333333,0.25,True,-1,1036,./2004/electric_1036.idf
-1,-1,-1,-1,-1,False,21,1037,./2004/electric_1037.idf
21,16.5,0,5.98333333333333,0,True,-1,1038,./2004/electric_1038.idf
21.5,15,-3.5,2.48333333333333,0.5,True,-1,1039,./2004/electric_1039.idf
22,15.5,-1.25,4.73333333333333,0,True,-1,1040,./2004/electric_1040.idf
21.5,16,-0.5,5.48333333333333,1.25,True,-1,1041,./2004/electric_1041.idf
21.5,16,-0.25,5.73333333333333,0,True,-1,1042,./2004/electric_1042.idf
21.5,15.5,-3.75,2.23333333333333,0,True,-1,1043,./2004/electric_1043.idf
21,15.5,-0.5,5.48333333333333,0.5,True,-1,1044,./2004/electric_1044.idf
20.5,16,-0.75,5.23333333333333,0.25,True,-1,1045,./2004/electric_1045.idf
-1,-1,-1,-1,-1,False,23,1046,./2004/electric_1046.idf
-1,-1,-1,-1,-1,False,21.5,1047,./2004/electric_1047.idf
-1,-1,-1,-1,-1,False,20.5,1048,./2004/electric_1048.idf
21,15,-2,3.98333333333333,0.25,True,-1,1049,./2004/electric_1049.idf
-1,-1,-1,-1,-1,False,21,1050,./2004/electric_1050.idf
21,15.5,0,5.98333333333333,0.5,True,-1,1051,./2004/electric_1051.idf
-1,-1,-1,-1,-1,False,21,1052,./2004/electric_1052.idf
21.5,16,0,5.98333333333333,0.25,True,-1,1053,./2004/electric_1053.idf
-1,-1,-1,-1,-1,False,20.5,1054,./2004/electric_1054.idf
-1,-1,-1,-1,-1,False,21,1055,./2004/electric_1055.idf
21.5,15.5,-1.75,4.23333333333333,0,True,-1,1056,./2004/electric_1056.idf
20.5,16,0,5.98333333333333,0.25,True,-1,1057,./2004/electric_1057.idf
-1,-1,-1,-1,-1,False,20.5,1058,./2004/electric_1058.idf
21,16,-2.25,3.73333333333333,0,True,-1,1059,./2004/electric_1059.idf
20.5,17.5,-1.25,4.73333333333333,0.75,True,-1,1060,./2004/electric_1060.idf
20.5,16,-0.5,5.48333333333333,0.75,True,-1,1061,./2004/electric_1061.idf
21,15,0,5.98333333333333,0,True,-1,1062,./2004/electric_1062.idf
21.5,15,-1.25,4.73333333333333,0,True,-1,1063,./2004/electric_1063.idf
-1,-1,-1,-1,-1,False,20.5,1064,./2004/electric_1064.idf
22,16,-1.5,4.48333333333333,0,True,-1,1065,./2004/electric_1065.idf
21,15,-1.25,4.73333333333333,0.25,True,-1,1066,./2004/electric_1066.idf
20.5,15,-0.25,5.73333333333333,0.5,True,-1,1067,./2004/electric_1067.idf
21,15,-1.5,4.48333333333333,0,True,-1,1068,./2004/electric_1068.idf
20.5,16,-1.25,4.73333333333333,0.25,True,-1,1069,./2004/electric_1069.idf
22,16.5,-2.25,3.73333333333333,0,True,-1,1070,./2004/electric_1070.idf
21,14.5,0,5.98333333333333,0,True,-1,1071,./2004/electric_1071.idf
20.5,15.5,-0.25,5.73333333333333,0.5,True,-1,1072,./2004/electric_1072.idf
21.5,15,-2.25,3.73333333333333,0,True,-1,1073,./2004/electric_1073.idf
21.5,15.5,0,5.98333333333333,0,True,-1,1074,./2004/electric_1074.idf
21.5,15.5,0,5.98333333333333,0.25,True,-1,1075,./2004/electric_1075.idf
21.5,16,-1.5,4.48333333333333,0.5,True,-1,1076,./2004/electric_1076.idf
20.5,15.5,-1,4.98333333333333,0,True,-1,1077,./2004/electric_1077.idf
21.5,15.5,0,5.98333333333333,0.25,True,-1,1078,./2004/electric_1078.idf
21.5,15.5,-1.25,4.73333333333333,0.25,True,-1,1079,./2004/electric_1079.idf
21,15,-0.75,5.23333333333333,0,True,-1,1080,./2004/electric_1080.idf
21.5,16,-0.25,5.73333333333333,1,True,-1,1081,./2004/electric_1081.idf
20.5,16,-0.5,5.48333333333333,0,True,-1,1082,./2004/electric_1082.idf
